,identifierHash,type,countryCode,country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,civilityGenderId,civilityTitle,hasProfilePicture,seniority,seniorityAsMonths,seniorityAsYears,websiteLongevity
42,1906900900,user,us,Etats-Unis,en,3,8,38,0,0,0.0,0,7,M,1,mr,True,3206,106.87,8.91,3803
43,1906442148,user,it,Italie,it,3,8,10,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
44,1906114468,user,es,Espagne,es,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
45,1905328036,user,gb,Royaume-Uni,en,3,8,8,0,0,0.0,1,0,M,1,mr,True,3206,106.87,8.91,3803
46,1905065892,user,au,Australie,en,4,1,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
47,1904476068,user,es,Espagne,es,3,8,1,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
48,1904279460,user,us,Etats-Unis,en,4,8,4,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
49,1904017316,user,au,Australie,en,8,12,93,0,0,0.0,0,1,M,1,mr,False,3206,106.87,8.91,3803
50,1903689636,user,gb,Royaume-Uni,en,3,9,4,0,0,0.0,0,5,M,1,mr,True,3206,106.87,8.91,3803
51,1903624100,user,gb,Royaume-Uni,en,47,9,15,118,83,96.0,0,7,M,1,mr,False,3206,106.87,8.91,3803
52,1903296420,user,fr,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
53,1903230884,user,fr,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
54,1902968740,user,us,Etats-Unis,en,10,9,59,0,0,0.0,1,0,M,1,mr,True,3206,106.87,8.91,3803
55,1902772132,user,us,Etats-Unis,en,3,8,1,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
56,1902706596,user,gb,Royaume-Uni,en,4,8,1,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
57,1902378916,user,au,Australie,en,4,8,6,2,3,66.0,0,1,M,1,mr,False,3206,106.87,8.91,3803
58,1902247844,user,jp,Japon,en,5,8,12,0,0,0.0,1,1,M,1,mr,True,3206,106.87,8.91,3803
59,1902116772,user,us,Etats-Unis,en,3,8,4,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
60,1901920164,user,gb,Royaume-Uni,en,7,9,66,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
61,1901789092,user,gb,Royaume-Uni,en,9,13,15,0,0,0.0,22,0,M,1,mr,True,3206,106.87,8.91,3803
62,1901068196,user,es,Espagne,es,9,8,90,0,1,0.0,0,18,M,1,mr,True,3206,106.87,8.91,3803
63,1900937124,user,fr,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
64,1899823012,user,gb,Royaume-Uni,en,3,8,2,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
65,1899691940,user,it,Italie,it,3,8,0,0,0,0.0,5,0,M,1,mr,True,3206,106.87,8.91,3803
66,1899626404,user,us,Etats-Unis,en,4,8,0,0,0,0.0,0,1,M,1,mr,True,3206,106.87,8.91,3803
67,1899233188,user,,Nouvelle Zélande,en,3,8,9,0,0,0.0,1,0,M,1,mr,True,3206,106.87,8.91,3803
68,1898381220,user,us,Etats-Unis,en,3,8,7,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
69,1898250148,user,us,Etats-Unis,en,3,8,23,0,0,0.0,1,1,M,1,mr,True,3206,106.87,8.91,3803
70,1897856932,user,au,Australie,en,4,8,12,0,0,0.0,7,0,M,1,mr,True,3206,106.87,8.91,3803
71,1897529252,user,hk,Hong Kong,en,3,8,5,0,0,0.0,5,0,M,1,mr,True,3206,106.87,8.91,3803
72,1896677284,user,us,Etats-Unis,es,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
73,1895497636,user,gb,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
74,1895432100,user,be,Belgique,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
75,1895169956,user,au,Australie,en,4,8,10,0,0,0.0,2,0,M,1,mr,True,3206,106.87,8.91,3803
76,1895104420,user,fr,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
77,1894973348,user,fr,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
78,1894514596,user,us,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
79,1894055844,user,ro,Roumanie,en,59,12,318,20,33,77.0,28,17,M,1,mr,True,3206,106.87,8.91,3803
80,1893728164,user,us,Etats-Unis,en,4,8,20,0,0,0.0,0,2,M,1,mr,True,3206,106.87,8.91,3803
81,1893662628,user,us,Etats-Unis,en,5,8,111,0,0,0.0,0,1,M,1,mr,True,3206,106.87,8.91,3803
82,1893597092,user,us,Etats-Unis,en,3,8,2,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
83,1893138340,user,tt,Trinidad et Tobago,en,11,8,19,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
84,1891303332,user,us,Etats-Unis,en,3,8,1,0,0,0.0,2,0,M,1,mr,True,3206,106.87,8.91,3803
85,1891172260,user,us,Etats-Unis,en,3,8,1,0,0,0.0,2,9,M,1,mr,True,3206,106.87,8.91,3803
86,1891106724,user,gb,Royaume-Uni,en,32,9,29,0,5,100.0,1,0,M,1,mr,True,3206,106.87,8.91,3803
87,1890910116,user,us,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
88,1890713508,user,us,Etats-Unis,en,5,10,8,0,0,0.0,147,7,M,1,mr,True,3206,106.87,8.91,3803
89,1890516900,user,us,Etats-Unis,en,13,9,336,0,0,0.0,1,1,M,1,mr,True,3206,106.87,8.91,3803
90,1889468324,user,sg,Singapour,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
91,1889337252,user,us,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
92,1889206180,user,it,Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
93,1889009572,user,gb,Royaume-Uni,en,5,9,31,0,0,0.0,1,3,M,1,mr,True,3206,106.87,8.91,3803
94,1888092068,user,us,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
95,1887371172,user,fr,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
96,1887305636,user,us,Etats-Unis,en,3,9,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
97,1887240100,user,fr,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
98,1886715812,user,us,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
99,1885929380,user,fr,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
100,1884749732,user,gb,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
101,1884290980,user,es,Espagne,es,3,8,0,0,0,0.0,0,0,M,1,mr,False,3206,106.87,8.91,3803
102,1883242404,user,fr,France,fr,5,9,51,0,0,0.0,2,2,M,1,mr,True,3206,106.87,8.91,3803
103,1883111332,user,us,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
104,1882783652,user,us,Etats-Unis,en,4,8,6,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
105,1882652580,user,fr,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
106,1882587044,user,us,Etats-Unis,en,7,11,38,0,0,0.0,16,1,M,1,mr,True,3206,106.87,8.91,3803
107,1882324900,user,us,Etats-Unis,en,4,9,13,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
108,1882128292,user,gb,Royaume-Uni,en,3,8,9,0,1,0.0,5,0,M,1,mr,True,3206,106.87,8.91,3803
109,1881997220,user,gb,Royaume-Uni,en,24,0,13,0,3,0.0,522,37,M,1,mr,False,3206,106.87,8.91,3803
110,1881800612,user,us,Etats-Unis,en,4,9,1,0,0,0.0,2,2,M,1,mr,True,3206,106.87,8.91,3803
111,1881276324,user,us,Etats-Unis,en,3,8,1,0,0,0.0,3,0,M,1,mr,True,3206,106.87,8.91,3803
112,1880293284,user,fi,Finlande,en,13,8,0,0,3,100.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
113,1880227748,user,us,Etats-Unis,en,4,8,29,0,0,0.0,22,2,M,1,mr,True,3206,106.87,8.91,3803
114,1879244708,user,us,Etats-Unis,en,3,8,3,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
115,1878720420,user,fr,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
116,1878654884,user,fr,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
117,1878589348,user,fr,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
118,1878523812,user,fr,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
119,1878458276,user,ca,Canada,en,15,7,82,0,0,0.0,1,4,M,1,mr,False,3206,106.87,8.91,3803
120,1878327204,user,us,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
121,1878196132,user,us,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
122,1877802916,user,us,Etats-Unis,en,5,8,4,0,0,0.0,0,1,M,1,mr,True,3206,106.87,8.91,3803
123,1877344164,user,us,Etats-Unis,en,16,13,331,0,0,0.0,6,32,M,1,mr,True,3206,106.87,8.91,3803
124,1877147556,user,au,Australie,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
125,1877016484,user,us,Etats-Unis,en,21,11,2,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
126,1876950948,user,au,Australie,en,3,8,17,0,0,0.0,8,0,M,1,mr,True,3206,106.87,8.91,3803
127,1876623268,user,au,Australie,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
128,1876098980,user,us,Etats-Unis,en,3,8,6,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
129,1875443620,user,ca,Canada,en,3,8,8,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
130,1875115940,user,au,Australie,en,3,8,3,1,0,0.0,1,0,M,1,mr,True,3206,106.87,8.91,3803
131,1874657188,user,au,Australie,en,3,8,4,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
132,1874329508,user,it,Italie,it,4,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
133,1873805220,user,us,Etats-Unis,en,16,12,4,0,0,0.0,0,8,M,1,mr,True,3206,106.87,8.91,3803
134,1873608612,user,us,Etats-Unis,en,3,8,4,0,0,0.0,2,0,M,1,mr,True,3206,106.87,8.91,3803
135,1873543076,user,au,Australie,en,4,8,0,0,0,0.0,5,0,M,1,mr,False,3206,106.87,8.91,3803
136,1873280932,user,us,Etats-Unis,en,3,8,31,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
137,1872953252,user,fr,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
138,1872887716,user,fr,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
139,1872297892,user,us,Etats-Unis,en,8,8,42,0,0,0.0,0,1,M,1,mr,True,3206,106.87,8.91,3803
140,1872035748,user,au,Australie,en,6,9,41,0,0,0.0,0,0,M,1,mr,False,3206,106.87,8.91,3803
141,1871904676,user,sg,Singapour,en,5,8,54,0,0,0.0,0,3,M,1,mr,True,3206,106.87,8.91,3803
142,1871118244,user,fr,France,fr,4,8,3,0,0,0.0,5,4,M,1,mr,True,3206,106.87,8.91,3803
143,1870593956,user,us,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
144,1870135204,user,us,Etats-Unis,en,9,8,7,0,0,0.0,1,2,M,1,mr,True,3206,106.87,8.91,3803
145,1869610916,user,us,Etats-Unis,en,7,8,59,0,0,0.0,27,4,M,1,mr,True,3206,106.87,8.91,3803
146,1869283236,user,us,Etats-Unis,en,13,9,0,0,0,0.0,0,1,M,1,mr,True,3206,106.87,8.91,3803
147,1869217700,user,ch,Suisse,de,3,8,0,0,0,0.0,0,1,M,1,mr,True,3206,106.87,8.91,3803
148,1867906980,user,de,Allemagne,de,3,8,6,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
149,1867251620,user,us,Etats-Unis,en,6,9,150,0,0,0.0,1,2,M,1,mr,True,3206,106.87,8.91,3803
150,1867120548,user,se,Suède,en,7,8,44,0,0,0.0,1,0,M,1,mr,True,3206,106.87,8.91,3803
151,1866989476,user,au,Australie,en,3,8,76,0,0,0.0,1,1,M,1,mr,True,3206,106.87,8.91,3803
152,1866858404,user,us,Etats-Unis,en,14,13,9,0,0,0.0,1,1,M,1,mr,True,3206,106.87,8.91,3803
153,1866727332,user,us,Etats-Unis,en,3,8,6,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
154,1866596260,user,fr,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
155,1866465188,user,fr,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
156,1866334116,user,us,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
157,1866137508,user,nl,Pays-Bas,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
158,1866006436,user,us,Etats-Unis,en,9,10,5,0,0,0.0,2,1,M,1,mr,True,3206,106.87,8.91,3803
159,1865678756,user,nl,Pays-Bas,en,3,8,37,0,0,0.0,0,2,M,1,mr,True,3206,106.87,8.91,3803
160,1865416612,user,au,Australie,en,3,8,8,0,1,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
161,1865220004,user,au,Australie,en,3,9,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
162,1865088932,user,jp,Japon,en,26,10,18,0,2,100.0,34,8,M,1,mr,False,3206,106.87,8.91,3803
163,1864892324,user,ca,Canada,en,19,18,299,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
164,1864302500,user,fr,France,fr,3,8,0,0,1,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
165,1864236964,user,it,Italie,it,3,9,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
166,1864040356,user,us,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
167,1863974820,user,ar,Argentine,es,4,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
168,1862598564,user,au,Australie,en,3,8,1,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
169,1861877668,user,hk,Hong Kong,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
170,1861746596,user,fr,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
171,1861418916,user,fr,France,fr,3,8,2,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
172,1861025700,user,nl,Pays-Bas,en,6,8,18,0,4,50.0,13,0,M,1,mr,True,3206,106.87,8.91,3803
173,1860829092,user,fr,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
174,1860304804,user,be,Belgique,fr,4,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
175,1859977124,user,au,Australie,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
176,1859321764,user,us,Etats-Unis,en,3,10,2,0,0,0.0,1,1,M,1,mr,True,3206,106.87,8.91,3803
177,1859125156,user,de,Allemagne,de,4,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
178,1858600868,user,de,Allemagne,en,6,8,42,0,0,0.0,6,0,M,1,mr,True,3206,106.87,8.91,3803
179,1858469796,user,hk,Hong Kong,en,4,8,1,0,0,0.0,29,1,M,1,mr,True,3206,106.87,8.91,3803
180,1857945508,user,dk,Danemark,en,10,8,1,0,2,100.0,0,5,M,1,mr,False,3206,106.87,8.91,3803
181,1857748900,user,fr,France,fr,3,8,0,0,0,0.0,1,1,M,1,mr,True,3206,106.87,8.91,3803
182,1857683364,user,fr,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
183,1857617828,user,au,Australie,en,3,8,44,0,0,0.0,3,2,M,1,mr,True,3206,106.87,8.91,3803
184,1857552292,user,fr,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
185,1857355684,user,hk,Hong Kong,en,285,62,264,2,92,93.0,1607,58,M,1,mr,False,3206,106.87,8.91,3803
186,1857290148,user,it,Italie,it,22,14,10,1,7,100.0,5,0,M,1,mr,False,3206,106.87,8.91,3803
187,1856896932,user,de,Allemagne,en,3,9,8,0,0,0.0,17,0,M,1,mr,True,3206,106.87,8.91,3803
188,1856569252,user,dk,Danemark,en,3,8,1,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
189,1856372644,user,fr,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
190,1855848356,user,au,Australie,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
191,1855520676,user,ch,Suisse,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
192,1855389604,user,dk,Danemark,en,3,8,3,0,0,0.0,3,0,M,1,mr,True,3206,106.87,8.91,3803
193,1855127460,user,it,Italie,it,3,8,1,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
194,1854930852,user,es,Espagne,es,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
195,1854865316,user,it,Italie,it,3,8,1,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
196,1854341028,user,us,Etats-Unis,en,3,8,6,0,0,0.0,1,1,M,1,mr,True,3206,106.87,8.91,3803
197,1853685668,user,ro,Roumanie,en,5,8,3,4,0,0.0,0,1,M,1,mr,True,3206,106.87,8.91,3803
198,1853357988,user,ca,Canada,en,4,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
199,1853095844,user,re,Réunion,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
200,1853030308,user,fr,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
201,1852768164,user,us,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
202,1852637092,user,us,Etats-Unis,en,3,8,8,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
203,1852571556,user,fr,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
204,1852440484,user,de,Allemagne,de,6,8,166,0,0,0.0,0,9,M,1,mr,True,3206,106.87,8.91,3803
205,1851916196,user,it,Italie,it,3,8,1,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
206,1851588516,user,it,Italie,it,3,8,1,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
207,1851195300,user,fr,France,fr,7,10,30,0,0,0.0,16,1,M,1,mr,True,3206,106.87,8.91,3803
208,1850736548,user,de,Allemagne,de,3,8,9,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
209,1850671012,user,ru,Russie,en,5,9,91,0,0,0.0,17,0,M,1,mr,True,3206,106.87,8.91,3803
210,1850212260,user,fr,France,fr,9,8,26,0,0,0.0,1,0,M,1,mr,True,3206,106.87,8.91,3803
211,1849098148,user,fr,France,fr,4,9,3,0,0,0.0,2,0,M,1,mr,True,3206,106.87,8.91,3803
212,1849032612,user,us,Etats-Unis,en,13,11,410,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
213,1848639396,user,nl,Pays-Bas,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
214,1848311716,user,fr,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
215,1847852964,user,fi,Finlande,en,4,8,1,0,0,0.0,8,0,M,1,mr,True,3206,106.87,8.91,3803
216,1847787428,user,fr,France,fr,23,9,18,0,0,0.0,17,2,M,1,mr,False,3206,106.87,8.91,3803
217,1847525284,user,fr,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
218,1847394212,user,fr,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
219,1847066532,user,fr,France,en,3,9,7,0,0,0.0,1,1,M,1,mr,True,3206,106.87,8.91,3803
220,1846542244,user,be,Belgique,en,3,8,1,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
221,1846476708,user,fr,France,fr,3,8,0,0,0,0.0,1,0,M,1,mr,True,3206,106.87,8.91,3803
222,1846214564,user,fr,France,fr,4,8,0,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
223,1844969380,user,ro,Roumanie,en,5,8,17,0,0,0.0,29,1,M,1,mr,True,3206,106.87,8.91,3803
224,1844445092,user,es,Espagne,es,61,92,102,0,0,0.0,2,25,M,1,mr,True,3206,106.87,8.91,3803
225,1844248484,user,fr,France,fr,9,8,0,0,2,100.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
226,1844051876,user,fr,France,fr,9,10,16,1,1,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
227,1843986340,user,it,Italie,it,4,8,2,0,0,0.0,0,0,M,1,mr,True,3206,106.87,8.91,3803
